dataset_title,id,image_filename,organ,disease_state,oncotree_code,species,patient,st_technology,data_publication_date,license,study_link,download_page_link1,inter_spot_dist,spot_diameter,spots_under_tissue,preservation_method,nb_genes,treatment_comment,pixel_size_um_embedded,pixel_size_um_estimated,magnification,fullres_px_width,fullres_px_height,tissue,disease_comment,subseries,hest_version_added,species_group,_technology_clean
"Human Colorectal Cancer: Targeted, Gene Signature Panel",TENX28,TENX28.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/27/20,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-colorectal-cancer-targeted-gene-signature-panel-1-standard-1-2-0,100.0,55.0,3138,Fresh Frozen,1142,,,0.725689129775134,20x,13332,13332,Colon,Invasive Adenocarcinoma of the large intestine Stage Group IIB,,v1_0_0,Human,Visium
Human Breast Cancer: Whole Transcriptome Analysis,TENX24,TENX24.tif,Breast,Cancer,ILC,Homo sapiens,,Visium,10/27/20,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-breast-cancer-whole-transcriptome-analysis-1-standard-1-2-0,100.0,55.0,4325,Fresh Frozen,32285,,,0.366199222,40x,24240,24240,Breast,"Invasive Lobular Carcinoma, AJCC/UICC Stage Group I, ER positive, PR positive, HER2 negative",,v1_0_0,Human,Visium
"Human Breast Cancer: Targeted, Immunology Panel",TENX23,TENX23.tif,Breast,Cancer,ILC,Homo sapiens,,Visium,10/27/20,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-breast-cancer-targeted-immunology-panel-1-standard-1-2-0,100.0,55.0,4325,Fresh Frozen,1056,,,0.366199221884105,40x,24240,24240,Breast,"Invasive Lobular Carcinoma, AJCC/UICC Stage Group I, ER positive, PR positive, HER2 negative",,v1_0_0,Human,Visium
Human Breast Cancer (Block A Section 2),TENX14,TENX14.tif,Breast,Cancer,IDC,Homo sapiens,,Visium,6/23/20,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-breast-cancer-block-a-section-2-1-standard-1-1-0,100.0,55.0,4015,Fresh Frozen,33538,,,0.366324490444934,40x,24240,24240,Breast,"AJCC/UICC Stage Group IIA, ER positive, PR negative, Her2 positive",,v1_0_0,Human,Visium
Human Breast Cancer (Block A Section 1),TENX13,TENX13.tif,Breast,Cancer,IDC,Homo sapiens,,Visium,6/23/20,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-breast-cancer-block-a-section-1-1-standard-1-1-0,100.0,55.0,3813,Fresh Frozen,33538,,,0.366165626,40x,24240,24240,Breast,"AJCC/UICC Stage Group IIA, ER positive, PR negative, Her2 positive",,v1_0_0,Human,Visium
Demo 10x Visium dataset for STQ,ZEN65,ZEN65.tif,Skin,Cancer,MEL,Mus musculus,,Visium,31-May-24,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.07.27.550727v1,https://zenodo.org/records/10654467,100.0,55.0,932,Flash Frozen,68886,,0.220818796095924,0.220750014010728,40x,35392,36416,Skin,BRAF V600E mutant,Demo,v1_0_0,Animal,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN49,ZEN49.tif,Bowel,Cancer,READ,Homo sapiens,Patient 1,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,2203,Fresh Frozen,36601,,0.459801825413247,0.45963616456914,40x,17168,16832,Rectum,,A121573_Rep1,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN48,ZEN48.tif,Bowel,Cancer,READ,Homo sapiens,Patient 1,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,2385,Fresh Frozen,36601,,0.459801825413247,0.459129673286413,40x,17168,16832,Rectum,,A121573_Rep2,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN47,ZEN47.tif,Bowel,Cancer,COAD,Homo sapiens,Patient 2,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,2317,Fresh Frozen,36601,,0.459801825413247,0.459583707663737,40x,17168,16832,Colon (right),,A416371_Rep1,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN46,ZEN46.tif,Bowel,Cancer,COAD,Homo sapiens,Patient 2,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,1803,Fresh Frozen,36601,,0.459801825413247,0.458998105753323,40x,17168,16832,Colon (right),,A416371_Rep2,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN45,ZEN45.tif,Bowel,Cancer,COAD,Homo sapiens,Patient 3,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,328,Fresh Frozen,36601,,0.460320382986559,0.460088933722722,40x,17215,17009,Colon (Sigma),,A120838_Rep1,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN44,ZEN44.tif,Bowel,Cancer,COAD,Homo sapiens,Patient 3,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,1048,Fresh Frozen,36601,,0.460320382986559,0.45854412257508,40x,17215,17009,Colon (Sigma),,A120838_Rep2,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN43,ZEN43.tif,Bowel,Cancer,COAD,Homo sapiens,Patient 4,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,691,Fresh Frozen,36601,,0.459801825413247,0.45971056539477,40x,16878,16778,Cecum,"Adenocarcinoma, mucinous, moderately differentiated",A551763_Rep1,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN42,ZEN42.tif,Bowel,Cancer,COAD,Homo sapiens,Patient 5,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,1192,Fresh Frozen,36601,,0.459801825413247,0.458706764109371,40x,16878,16778,Colon (right),,A595688_Rep1,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN40,ZEN40.tif,Bowel,Cancer,READ,Homo sapiens,Patient 7,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,2128,Fresh Frozen,36601,,0.459801825413247,0.459840183346583,40x,16879,16655,Rectum,,A938797_Rep1,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN39,ZEN39.tif,Bowel,Cancer,COAD,Homo sapiens,Patient 4,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,1219,Fresh Frozen,36601,,0.459801825413247,0.459520492255337,40x,16954,16804,Cecum,"Adenocarcinoma, mucinous, moderately differentiated",A551763_Rep2,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN38,ZEN38.tif,Bowel,Cancer,COAD,Homo sapiens,Patient 5,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,387,Fresh Frozen,36601,,0.459801825413247,0.459675431386843,40x,16954,16804,Colon (right),,A595688_Rep2,v1_0_0,Human,Visium
Charting the Heterogeneity of Colorectal Cancer Consensus Molecular Subtypes using Spatial Transcriptomics: datasets,ZEN36,ZEN36.tif,Bowel,Cancer,READ,Homo sapiens,Patient 7,Visium,19-Jan-23,Creative Commons Attribution 4.0 International,https://www.biorxiv.org/content/10.1101/2023.01.23.525135v2,https://zenodo.org/records/7760264,100.0,55.0,1691,Fresh Frozen,36601,,0.459801825413247,0.459363338,40x,16954,16804,Rectum,,A938797_Rep2,v1_0_0,Human,Visium
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA154,SPA154.tif,Breast,Cancer,IDC,Homo sapiens,Patient A,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,346,Fresh Frozen,15045,,,0.920606595988221,20x,6954,7435,Breast,HER2-positive breast cancer,A1,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA153,SPA153.tif,Breast,Cancer,IDC,Homo sapiens,Patient A,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,325,Fresh Frozen,15526,,,0.941117942412675,20x,6966,7441,Breast,HER2-positive breast cancer,A2,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA152,SPA152.tif,Breast,Cancer,IDC,Homo sapiens,Patient A,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,359,Fresh Frozen,15517,,,0.920960645677136,20x,6935,7437,Breast,HER2-positive breast cancer,A3,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA151,SPA151.tif,Breast,Cancer,IDC,Homo sapiens,Patient A,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,343,Fresh Frozen,15583,,,0.920606653542675,20x,6975,7424,Breast,HER2-positive breast cancer,A4,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA150,SPA150.tif,Breast,Cancer,IDC,Homo sapiens,Patient A,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,332,Fresh Frozen,15638,,,0.946333049488977,20x,6966,7419,Breast,HER2-positive breast cancer,A5,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA149,SPA149.tif,Breast,Cancer,IDC,Homo sapiens,Patient A,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,360,Fresh Frozen,15645,,,0.922716506145695,20x,6980,7404,Breast,HER2-positive breast cancer,A6,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA148,SPA148.tif,Breast,Cancer,IDC,Homo sapiens,Patient B,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,295,Fresh Frozen,15109,,,0.693665796677924,20x,9260,9912,Breast,HER2-positive breast cancer,B1,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA147,SPA147.tif,Breast,Cancer,IDC,Homo sapiens,Patient B,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,270,Fresh Frozen,15290,,,0.692618426939144,20x,9282,9897,Breast,HER2-positive breast cancer,B2,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA146,SPA146.tif,Breast,Cancer,IDC,Homo sapiens,Patient B,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,298,Fresh Frozen,15215,,,0.695970856036192,20x,9259,9912,Breast,HER2-positive breast cancer,B3,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA145,SPA145.tif,Breast,Cancer,IDC,Homo sapiens,Patient B,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,283,Fresh Frozen,15289,,,0.688882897773067,20x,9272,9923,Breast,HER2-positive breast cancer,B4,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA144,SPA144.tif,Breast,Cancer,IDC,Homo sapiens,Patient B,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,289,Fresh Frozen,15273,,,0.670576119660586,20x,9284,9906,Breast,HER2-positive breast cancer,B5,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA143,SPA143.tif,Breast,Cancer,IDC,Homo sapiens,Patient B,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,277,Fresh Frozen,15387,,,0.690422199907957,20x,9271,9931,Breast,HER2-positive breast cancer,B6,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA142,SPA142.tif,Breast,Cancer,IDC,Homo sapiens,Patient C,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,176,Fresh Frozen,15557,,,0.662117500115195,20x,9252,9932,Breast,HER2-positive breast cancer,C1,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA141,SPA141.tif,Breast,Cancer,IDC,Homo sapiens,Patient C,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,187,Fresh Frozen,15706,,,0.696106425218322,20x,9274,9911,Breast,HER2-positive breast cancer,C2,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA140,SPA140.tif,Breast,Cancer,IDC,Homo sapiens,Patient C,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,180,Fresh Frozen,15821,,,0.669053421247961,20x,9270,9936,Breast,HER2-positive breast cancer,C3,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA139,SPA139.tif,Breast,Cancer,IDC,Homo sapiens,Patient C,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,184,Fresh Frozen,15842,,,0.690057885777031,20x,9278,9916,Breast,HER2-positive breast cancer,C4,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA138,SPA138.tif,Breast,Cancer,IDC,Homo sapiens,Patient C,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,181,Fresh Frozen,15721,,,0.690716991359227,20x,9272,9901,Breast,HER2-positive breast cancer,C5,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA137,SPA137.tif,Breast,Cancer,IDC,Homo sapiens,Patient C,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,178,Fresh Frozen,15772,,,0.698230658866339,20x,9288,9907,Breast,HER2-positive breast cancer,C6,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA136,SPA136.tif,Breast,Cancer,IDC,Homo sapiens,Patient D,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,306,Fresh Frozen,15661,,,0.688071935271225,20x,9275,9885,Breast,HER2-positive breast cancer,D1,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA135,SPA135.tif,Breast,Cancer,IDC,Homo sapiens,Patient D,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,303,Fresh Frozen,15396,,,0.689577354,20x,9277,9892,Breast,HER2-positive breast cancer,D2,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA134,SPA134.tif,Breast,Cancer,IDC,Homo sapiens,Patient D,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,301,Fresh Frozen,15529,,,0.688174310633062,20x,9297,9918,Breast,HER2-positive breast cancer,D3,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA133,SPA133.tif,Breast,Cancer,IDC,Homo sapiens,Patient D,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,302,Fresh Frozen,15503,,,0.683300560304168,20x,9307,9881,Breast,HER2-positive breast cancer,D4,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA132,SPA132.tif,Breast,Cancer,IDC,Homo sapiens,Patient D,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,306,Fresh Frozen,15666,,,0.682442431450885,20x,9272,9900,Breast,HER2-positive breast cancer,D5,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA131,SPA131.tif,Breast,Cancer,IDC,Homo sapiens,Patient D,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,315,Fresh Frozen,15409,,,0.694019413517546,20x,9286,9885,Breast,HER2-positive breast cancer,D6,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA130,SPA130.tif,Breast,Cancer,IDC,Homo sapiens,Patient E,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,587,Fresh Frozen,15701,,,0.685116765086902,20x,9322,9922,Breast,HER2-positive breast cancer,E1,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA129,SPA129.tif,Breast,Cancer,IDC,Homo sapiens,Patient E,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,572,Fresh Frozen,15167,,,0.688464297816992,20x,9308,9862,Breast,HER2-positive breast cancer,E2,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA128,SPA128.tif,Breast,Cancer,IDC,Homo sapiens,Patient E,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,570,Fresh Frozen,15097,,,0.684280522416959,20x,9344,9907,Breast,HER2-positive breast cancer,E3,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA127,SPA127.tif,Breast,Cancer,IDC,Homo sapiens,Patient F,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,691,Fresh Frozen,14861,,,0.702143597467012,20x,9307,9855,Breast,HER2-positive breast cancer,F1,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA126,SPA126.tif,Breast,Cancer,IDC,Homo sapiens,Patient F,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,695,Fresh Frozen,15041,,,0.697062495111289,20x,9322,9906,Breast,HER2-positive breast cancer,F2,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA125,SPA125.tif,Breast,Cancer,IDC,Homo sapiens,Patient F,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,712,Fresh Frozen,15067,,,0.689299315764575,20x,9328,9900,Breast,HER2-positive breast cancer,F3,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA124,SPA124.tif,Breast,Cancer,IDC,Homo sapiens,Patient G,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,441,Fresh Frozen,14992,,,0.683166969694109,20x,9310,9910,Breast,HER2-positive breast cancer,G1,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA123,SPA123.tif,Breast,Cancer,IDC,Homo sapiens,Patient G,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,467,Fresh Frozen,15258,,,0.684483145293895,20x,9326,9863,Breast,HER2-positive breast cancer,G2,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA122,SPA122.tif,Breast,Cancer,IDC,Homo sapiens,Patient G,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,463,Fresh Frozen,15035,,,0.687864353149559,20x,9309,9861,Breast,HER2-positive breast cancer,G3,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA121,SPA121.tif,Breast,Cancer,IDC,Homo sapiens,Patient H,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,613,Fresh Frozen,15029,,,0.683556925874561,20x,9301,9869,Breast,HER2-positive breast cancer,H1,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA120,SPA120.tif,Breast,Cancer,IDC,Homo sapiens,Patient H,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,603,Fresh Frozen,14907,,,0.688515093426347,20x,9314,9873,Breast,HER2-positive breast cancer,H2,v1_0_0,Human,Spatial Transcriptomics
Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions,SPA119,SPA119.tif,Breast,Cancer,IDC,Homo sapiens,Patient H,Spatial Transcriptomics,16-Sep-21,Creative Commons Attribution 4.0 International,https://pubmed.ncbi.nlm.nih.gov/34650042/,https://zenodo.org/records/4751624,200.0,100.0,510,Fresh Frozen,14873,,,0.68723946399305,20x,9319,9889,Breast,HER2-positive breast cancer,H3,v1_0_0,Human,Spatial Transcriptomics
Integrating spatial gene expression and breast tumour morphology via deep learning,SPA118,SPA118.tif,Breast,Cancer,IDC,Homo sapiens,BC23287,Spatial Transcriptomics,30-Nov-21,CC BY 4.0,https://www.science.org/doi/10.1126/science.aaf2403,https://data.mendeley.com/datasets/29ntw7sh4r/5,200.0,100.0,256,,16744,,,0.686009373752267,20x,9311,9856,Breast,HER2_luminal,BC23287_C1,v1_0_0,Human,Spatial Transcriptomics
Integrating spatial gene expression and breast tumour morphology via deep learning,SPA117,SPA117.tif,Breast,Cancer,IDC,Homo sapiens,BC23287,Spatial Transcriptomics,30-Nov-21,CC BY 4.0,https://www.science.org/doi/10.1126/science.aaf2403,https://data.mendeley.com/datasets/29ntw7sh4r/5,200.0,100.0,334,,16773,,,0.686201554413802,20x,9315,9875,Breast,HER2_luminal,BC23287_C2,v1_0_0,Human,Spatial Transcriptomics
Integrating spatial gene expression and breast tumour morphology via deep learning,SPA116,SPA116.tif,Breast,Cancer,IDC,Homo sapiens,BC23287,Spatial Transcriptomics,30-Nov-21,CC BY 4.0,https://www.science.org/doi/10.1126/science.aaf2403,https://data.mendeley.com/datasets/29ntw7sh4r/5,200.0,100.0,357,,16826,,,0.68666981117759,20x,9297,9855,Breast,HER2_luminal,BC23287_D1,v1_0_0,Human,Spatial Transcriptomics
Integrating spatial gene expression and breast tumour morphology via deep learning,SPA115,SPA115.tif,Breast,Cancer,IDC,Homo sapiens,BC23450,Spatial Transcriptomics,30-Nov-21,CC BY 4.0,https://www.science.org/doi/10.1126/science.aaf2403,https://data.mendeley.com/datasets/29ntw7sh4r/5,200.0,100.0,316,,19391,,,0.686381689475806,20x,9318,9863,Breast,HER2_luminal,BC23450_D2,v1_0_0,Human,Spatial Transcriptomics
